about acne acoustic acre acted acting action actor actors actress adapter addario addicting addictive adorable ads aftertaste airsoft album albums alesis almonds alpha ammo amp an and android animated animation anime answering antenna ants app appetite apple apply apps aquarium ar arch are argan aroma articulation artist artists as at audio author authors auto autozone avent babies baby backpacking bag bait ball ballad ballads band bands barbie barbies bark barking barrel bass bassinet bathroom batteries battery bbq bbs bdsm be beagle beam beans beard beat beats bed behringer believable belt best bib bibs bicycle bidet bike bikes binder bingo birds birthday bitter bjorn blackberry blade blades blanket blankets blender blower blu blues bluetooth bmw board bolt bolts book books booster boot boots boppy bosch bottle bottles bought bouncer bowl bra bracelet brake branches braun bread breakfast breakouts breast breastfeeding brew bright brighter britax brush brushes bubbles bulb bulbs bulky bumper burp butter buttons buy by cable cables caffeine cage calculator calendar caller calories cambogia camera cameras camping camry candies candy canon capo capos capsule capsules car carafe caramel card cards carrier carry cars carseat cartridge cartridges case cases cast cat catchy catnip cats cd cds ceiling cell cereal cfl cgi chai chair challenging chapter chapters character characters charcoal charge charged charger chargers charges charging cheese chevy chew chewed chewer chewers chewing chews chewy chicco chihuahua child chocolate chorus christmas cinema cinematography cinnamon civic classic clean cleaning cleanser clip coconut coffee coffees coins collar collars collection cologne color comb comedy comfortable comforter comfy compliments computer concealer concert condenser conditioner connect contractor cook cooker cookies cooking cooks cookware copier copter cord cordless corn corolla costume counter cover crackers crate cream creams crib crunchy cuddly cuisinart cup cups curl curling curls curly cute cyan cymbal cymbals dachshund dance daughter dealer dealership debut decaf decal deck dect defender deleted delicious dell dentist deodorant depot dermatologist desk desktop detergent device devices dewalt diaper diapering diapers dice dimmer directed director disc dishwasher doctor document documentary documents dodge dog doggie dogs doll dolls door dorman dosage doug download downloaded drama dremel dress dries drill drink drive driveway droid drop dropped drum drums dry dryer drying dunlop duplex durable dvd dvds dyson ear earrings eat ebook edc edger educational effects electrician eminem end ending energy engine enjoyed envelopes ep epiphone episode episodes epson erase eraser erotic erotica errors espresso evenflo exhaust external extras eyeliner fabric face facebook facial factory family fan fans faotd faucet faucets favorite fax faxes faxing feeder feeders feet fender fertilizer fiction figure figures film filmed films filter filters fire fiskars fit fits fixture fixtures flappy flash flashlight flashlights flavor flavored flavorful flavoring flavors flea fleas flick floss food foot footage for ford forward fountain fragrance free fresh fret fretboard frets frizz frizzy from frontline fruit fuel fun funk funny fur furminator galaxy gallon game gameplay games garage garcinia garden gas gate gb gear gel generator germinate germinated germination gift gig gigging gigs gillette glass glock gloves gluten gmc god goggles golf graco granddaughter grandson graphics grass greasy grill grilling grills grinder grip grocery guitar guitars gums gun gym had hair hairs halogen hammock handle handset handsets harness has hasbro hd hdmi he hea headlight headlights headphones headset headstock hear heard heat heating heats heel heli helicopter helmet her here heroine highchair him hip his historical history hitch hits hohner hollywood holster honda honest honey hop horror hose hoses hot how hp htc humbucker hummingbird hummingbirds husqvarna ibanez ideas in incandescent infant information ink inkjet inks install installation installed installment instrument instrumental instruments interested interesting intex into intonation ipad iphone ipod it jazz jeans jeep jewelry juicer karaoke kayak kennel kettle keurig keyboard kibble kickstand kid kids kindle kitchen kitchenaid kitten kittens kitties kitty knife knives korg lab labels laminating laminator lamp lamps laptop laser laserjet lashes lawn lb lcd leapfrog leappad leapster learn leash leather leatherman led leggings lego legos lens levels lexmark lg lid lids life light lighting lights liked listen listened listener listening litter lives logitech looks lotion lotions love loved loves lowes lp lumen lumens lyrics macbook machine mag maglite mags mahjong maker makeup makita maltese man many mascara massage massager mat mats mattel mattress mazda me mechanic medela melissa melodic melodies melody metronome mfc mg mic mice microphone microphones microwave mics midi milk milwaukee minecraft miter mixer moen moisturized moisturizer moisturizing month months motorcycle motorola mouse mouthpiece movie movies mow mower mowers mowing mp mpg ms muffler mug mugs mulch mulching muscle music musical musicians my mystery nail nailer nails narrow natural necklace nephew nerf newborn next nexus nib niece nikon nipple nipples nissan nokia norelco not novel novella novels nudity nuk nursery oatmeal oem of office officejet oil oily old on one ooma opi orchestra ordered organic oscar otter otterbox our out outfit oven pacifier pacifiers page pages pain paint pair pairs pan pans pants paper papers paranormal party passenger pasta patio paw paws pc peanut peavey pedal pedals pen pencil pencils pendant pens people perfectly performance performances perfume pet petco pets petsmart phone phones photosmart piano pickguard pickup pickups pieces pill pillow pillows pills pistol pixma plant planted planter planting plants plastic play played player playing playlist plays playset playtex pliers plot plug plugged plumber plush pocket polish poodle pool poop pop popcorn pores port ports poster pot pots potting potty poulan pound pour powder preamp prefolds price print printed printer printers printing prints product production products propane protect protected protection protective protector protectors protects protein punk pup puppy pups puzzle puzzles quality quot rack radiator radio rail rap rapper rappers ravensburger ray razor razors razr rc read reader readers reading rear receiver recline recoil record recorded recording recordings records reeds refill refills relationship release released relief remanufactured remix remote rent results retriever reverb rice rides riding riffs rifle ring roast rock role roles romance rosin rotors rounds router rubber rubberized ruger salon salt salty samsung sandal sandals sander sanding sauce saw saws scale scalp scan scanned scanner scanners scanning scans scene scenes scent schwinn scope scratches screen screw screwdriver screws script sd season seasoning seasons seat seats see seed seedlings seeds seen series serum setup sex sexy shampoo shampoos sharp shave shaver shavers shaves shaving she sheath sheets shepherd shih shiny shirt shirts shoe shoes short shorts shovel show showerhead shows shredder signal silicone silky silverado sim sing singer singers singing sings sink sinus sippy size sizing skin slim slippers smartphone smell smells smoker snack snare soap socks sodium soft software soil sole soles solitaire solo son song songs sonicare sony soul soulful sound sounds soundtrack speaker speakers special spf spicy spray sprayer sprinkler sprint sprouted squeaker squeakers squirrels stainless stapler staples starbucks steam steamer steamy steel steering stevia stock stomach stories story storyline stove straightener strap straps strat string strings strobe stroller strollers stuffed sturdy stylish stylus subaru subtitles suction sugar sung sunscreen supplement supplements suspense swaddle swaddled swaddling swallow sweet sweetener switch syma syrup tablet tacoma tailgate takamine taking tale talent tank tanning tascam taste tasted tastes tasting tasty tea teas teeth teether teethers teething television temperature tent terrier texture that the theatrical their them there thermostat these they this through tight tiller tire tires to toaster toddler toe toilet tone toner toners tool tools toothbrush toro torque towels toy toyota toys tpu track tracks trailer trap traps tray treats trees tried trimmer truck tub tune tuner tuners tunes tuning tv twists uke ukes ukulele understand understanding uniden uninstalled unit upbeat urine us usb use used using vacuum vanilla vehicle vehicles verizon vet vhs video viewer viewers viewing violin vitamin vitamins vocal vocals voice vw waist wait wall wanting warm was wash waster watch watched watches watching water watering watt wavy we wear wearing wears weathertech weber webkinz weed weeds weight weights well were what wheel whey which who windows windshield wiper wipers wipes wireless with wood wore workout works world worn wrangler wrench writer writing written xlr yamaha yard yards year yorkie you yr yummy zapper
<Apps_for_Android> game:21442833.591064535 app:13994067.25920757 fun:2997146.908327319 games:2537037.1055596066 play:2247115.1856714254 graphics:1713265.4482352666 kindle:1623429.5418573343 addicting:1242808.2184094565 addictive:1035936.0441975455 challenging:992713.5393625504 coins:955141.6796828125 in:934867.1340501369 fire:873237.7713834605 playing:858860.1408184121 book:725645.2841042874 puzzles:685415.5497323661 the:614866.8815378174 was:589992.955171538 apps:581592.8839890066 of:525311.0969259487 levels:524737.622313832 free:501002.72816000966 and:494462.46931241686 with:490334.8295881503 download:468874.6800539256 as:442269.6689910618 downloaded:401933.9544030182 ads:391326.5745358066 for:377498.72176811413 read:359152.1006887838 bingo:326777.76631461567 that:316847.17831300414 these:296943.8396927002 from:294803.5379379352 gameplay:292273.0536111694 flappy:278066.6912266814 uninstalled:268092.42706600856 about:266352.89605831157 they:259244.61197506462 one:256646.43517420886 well:251648.07048266192 his:246717.9910751499 facebook:244862.80021059277 by:234111.1813303961 mahjong:224833.17233451147 product:220758.61300402522 an:213248.56425109878 story:212608.88531090473 he:209994.62963486294 had:209110.63380457123 solitaire:208979.84293331063 not:208871.53862621734 puzzle:202466.74910689172 are:197094.512414347 played:195723.39605319453 faotd:192946.7262648941 waster:191535.25318696845 her:191169.06109167845 them:185836.28609319354 has:183525.53030189432 at:182132.41985112402 be:180515.33636770656 deleted:177813.00791739573 bought:177044.8173788922 android:167433.61883271966 into:165169.30324914126 what:159254.45083254902 out:158634.93233699308 their:158223.4577566693 were:156494.03850504558 who:154725.55387028024 she:153317.54440968388 which:152675.8672589364 minecraft:151811.8194789197
<Automotive> car:1590736.1158685735 install:1112964.9880042854 truck:1078181.1628613272 honda:899891.5905856183 vehicle:849301.5181586304 jeep:790102.3744750208 oem:755344.2652495027 toyota:715339.0391577244 installed:635971.7882148564 engine:597462.8347607645 headlights:510657.37722231733 wiper:461613.7310497448 dealer:436119.2330783543 dealership:402704.2670425338 book:393027.64037644974 tire:360453.09692170756 fit:356697.26399041055 chevy:355170.134108608 brake:353076.8970126744 installation:340952.23924082326 ford:329914.1507007851 tires:328746.77496717515 headlight:324946.1916854719 bulbs:319347.52016268263 wipers:319042.85737734137 bmw:301157.7093261073 rear:301095.8595658212 nissan:297601.3213837928 windshield:296184.0011955926 mats:287368.25867771416 hitch:270319.14880240045 mpg:267696.71284897317 dodge:266542.1675048314 factory:258812.1022316394 vehicles:251335.84518967362 silverado:249077.3260025948 mechanic:248847.512544539 lights:239934.15527025049 exhaust:237077.93348733094 passenger:235748.46209777033 bolts:222091.47324161383 steering:219603.9391867669 muffler:211049.1407851043 motorcycle:208974.04344929956 bumper:206088.5957952599 cars:199794.93799682017 rotors:199640.05709717085 filter:197924.0175390062 helmet:195749.4425685066 mazda:194960.5633462057 trailer:193587.7027366049 gmc:192902.6918246265 subaru:191723.09664840417 wrangler:188869.78627870095 tailgate:184867.12830051838 camry:183925.86280038653 fuel:181699.42155990997 read:179829.54245547266 bike:171503.65055378893 wheel:167741.0954336636 autozone:164132.76434874086 bolt:163948.43879020627 civic:162273.95414104982 decal:157593.25481231938 tacoma:156741.15430699807 dorman:154908.4250116205 vw:151956.20447865105 weathertech:148025.6036815017 corolla:146642.2849141567 auto:143855.05352662114 radiator:142288.8642698143 this:141209.95202987388 story:139242.98294656508 stock:138958.3766303868
<Baby> baby:5671072.301278213 stroller:3293579.4151761252 crib:2667936.3955811774 diaper:2492661.108469597 diapers:1274764.9284099184 seat:1200896.75138245 graco:989622.5627892083 infant:940272.3511709331 carseat:894780.6349051031 sippy:837571.8942197118 britax:823530.9466171768 newborn:815352.4970410753 medela:754043.8497147588 babies:742670.1466057723 nipple:679658.8747835576 strollers:658870.7775660594 avent:641923.636751141 bassinet:604830.9051853404 nipples:582201.7664313511 teething:580376.4742024783 toddler:561002.1627265053 pacifier:554832.9525829463 son:510071.77820118633 pacifiers:473680.79445882887 bottles:468078.0619643943 swaddle:458391.68736984784 teether:445377.49684057443 daughter:424089.98637028167 bibs:416104.2739588741 nursery:403663.2176358113 gate:389895.3662646935 seats:387514.4150187705 we:378237.2017367028 recline:366439.5244277615 potty:363338.8533603404 blanket:360589.3831180174 toys:350896.3172208205 chicco:338402.0611323142 month:334549.4289800003 months:322878.63255689765 highchair:311735.785015876 booster:291804.3496693993 our:291541.1769272495 bib:279423.80284130457 chair:279181.8283833211 boppy:257993.22017383968 blankets:252045.8482164755 bjorn:247854.41240740602 book:245356.48927127593 wipes:244683.01653961858 evenflo:242209.91419639764 old:238862.81399337924 swaddling:238400.97094817559 loves:235769.51554519124 breast:222465.16835115867 playtex:220618.988071215 soft:216373.88957787433 child:211046.81926110573 diapering:200891.67393965813 nuk:200157.0002331914 bouncer:199017.38336151597 mattress:195426.6947145065 swaddled:187684.62131935524 car:187219.64810659102 toy:185099.77699026413 prefolds:184303.9987458153 wash:183781.90457137604 carrier:183683.09877520305 teethers:173760.1134707009 burp:167968.68049264853 tub:167559.27123326052 breastfeeding:159321.9469282244 tray:159090.84234837038 cute:156977.4490373873
<Beauty> hair:8366814.073979395 skin:5706642.608371469 scent:2505495.6845678305 shampoo:2470819.336101796 lotion:2216207.2752425265 smells:2102912.921574274 conditioner:1836080.074840734 smell:1687045.3005304094 fragrance:1672830.5269964472 moisturizer:1552949.4510112233 product:1518716.8132202877 greasy:1485301.2886135057 perfume:1461724.093932104 oily:1401379.807840068 makeup:1363767.424201255 dry:1288295.7774313 acne:1268801.1763788797 curly:1105315.3428996964 scalp:1008692.5398784317 cream:909831.6420180101 salon:851523.75062505 mascara:843802.7319994855 curls:799127.1700325888 products:787354.8936735546 brush:779472.4935292997 moisturizing:774593.1781500571 bottle:757981.2960150847 cologne:736128.577890306 frizzy:723963.4644316217 lashes:718491.0392082698 cleanser:717300.9098367372 nail:708955.6679473427 serum:686491.573135558 frizz:679234.6154403855 nails:642905.9201697488 polish:637716.5283950682 pores:610978.7606582115 sunscreen:592058.8653895049 book:584931.1208778715 face:569787.6085593031 brushes:523096.6824930802 tanning:503835.04132764344 soap:493001.3967725694 spf:459247.3556526344 lotions:456884.3444795825 oil:448821.6349970829 wavy:446605.31787191523 moisturized:443322.6617507213 shampoos:436119.7040121284 drying:430902.0150830796 breakouts:419785.22748512705 natural:419130.0647425586 using:406097.2595381065 straightener:390272.3932426187 silky:387265.4826310932 soft:385009.7295851017 concealer:381236.37855881586 comb:376460.15108279727 gel:360064.7309153485 dryer:358895.2079405575 apply:358176.85712224536 creams:355108.6076566219 curl:350055.03947026096 curling:349031.38739665766 dries:346980.1294749178 wash:336390.75214119826 eyeliner:328364.0891366684 use:325190.54806978966 dermatologist:322824.83052169724 spray:320815.0383804048 facial:317191.864992546 opi:313098.9138753522 shiny:312257.5988379108 argan:300874.7696187194
<Book> book:37981998.22815308 read:15893009.964646092 books:7872108.925937853 story:7844093.845775665 author:6326826.490898571 reading:6206104.023469814 characters:4677205.090706316 written:4181523.6890388792 his:3199365.0632246635 who:3155189.886595828 life:3149361.706508916 reader:2776905.307544489 her:2759340.568622871 novel:2724185.392124747 series:2710623.668502537 of:2521011.5207772953 writing:2452095.914197624 product:2386702.5624693064 interesting:2381976.821824055 stories:2187352.0649558706 by:2184369.487413559 world:2111926.4352281154 he:2089119.541334304 pages:2080150.7458072389 enjoyed:2053247.378352782 character:1889458.7198042988 history:1864811.7114695685 how:1847830.0356008601 information:1755622.9986743466 page:1738118.5510455843 about:1647756.350740372 readers:1612977.5258189891 in:1598887.5521626272 an:1578382.3760774112 she:1571176.9738997037 chapter:1522686.2182470344 plot:1431264.4986688418 into:1412727.0003181042 many:1372104.2401171315 their:1337011.5872752257 price:1294860.722820705 authors:1291582.056872422 people:1264599.6430684454 my:1213996.7422380303 quality:1209839.9012783426 through:1209258.4894024546 what:1207829.287706909 understand:1162831.3562531434 romance:1143852.7511150474 chapters:1119490.7238521683 lives:1103705.9034423092 this:1095840.8525468889 fiction:1089475.7826131538 us:1065202.5319038813 writer:1059355.5331361298 use:1052299.2826886633 learn:1049291.3212635373 end:1038610.6288751898 novels:1037644.2190469006 mystery:1001237.4646020189 fit:986281.4166796568 him:980374.0594385143 next:978997.9003682651 ending:971008.3213757131 loved:927667.0922101121 historical:922054.8256887323 relationship:912113.3701701155 there:909660.5515220438 god:903589.115958922 understanding:903114.1652818471 man:900320.4602570161 interested:892990.3373646686 ideas:883863.8913194193 family:881152.3851998664
<CDs_and_Vinyl> album:24615235.066559944 cd:20323073.62344624 songs:16194160.640075888 music:13157686.53915181 song:9316059.582743604 albums:7261002.421758307 tracks:6142865.480959753 listen:5520855.4901294755 lyrics:5269633.779379429 band:4972225.253580642 rock:4314414.325244548 vocals:4107893.9361808957 track:3647365.6876323726 guitar:3472902.4496815572 listening:3441267.8549476657 heard:3262719.5830106107 recording:3063421.559722107 voice:2971410.6166104907 sound:2740244.2188855675 musical:2470999.7210808755 singing:2348940.415569235 quot:2215094.5352330636 sounds:2193445.8023458133 recordings:2179367.3423567326 recorded:2166537.2576605245 record:2032272.5590506503 singer:2019828.5363595842 vocal:1951824.7470312584 tunes:1912413.0872229477 jazz:1899423.5297940308 bands:1891763.7924239757 solo:1872866.2655040943 hear:1840733.5390410463 disc:1822670.958069069 cds:1741097.652809201 sing:1637764.1466375913 listened:1617123.3928996776 catchy:1601535.6892923934 blues:1546441.210387613 pop:1511012.741503295 concert:1490373.3499883115 release:1466086.9937882973 musicians:1430922.814753349 piano:1418385.6752565515 melodies:1352990.514695761 melodic:1313842.532905359 fan:1296926.8318869802 artists:1296681.1605872978 hits:1252388.24664615 released:1234889.8933402314 fans:1230675.276566664 orchestra:1206249.639626268 drums:1203158.889617521 collection:1198856.7606428082 sings:1141809.9975686737 ballad:1140212.012628927 instrumental:1097721.8570986488 singers:1091072.1652983972 listener:1083434.0567963244 best:1070493.6634460287 records:1066835.4044746647 soundtrack:1062169.3394812057 ballads:1038266.7895272976 chorus:1024212.844220496 lp:1011449.6749369003 riffs:1009719.9857717558 book:1006748.906372204 dance:997544.6908273529 artist:984192.1159787546 acoustic:955397.0342600701 here:954410.7248870471 melody:948977.7280338011 punk:925793.9792811958 guitars:917089.0927830515
<Cell_Phones_and_Accessorie> phone:20613069.466891866 case:6779659.687675918 iphone:4478166.27538325 screen:2210552.905664244 protector:2031946.2642602043 charger:1737448.623131473 galaxy:1385496.3688603751 otterbox:1335937.8053415306 charge:1279298.266351461 phones:1100108.3708803342 protection:1085014.3110777219 battery:1013109.3483096986 book:1006052.1436831767 samsung:959285.9446125338 charging:954538.1284364922 cases:923982.322999157 dropped:878567.1799073394 protects:824654.612786868 htc:809200.001709448 protectors:784761.1743675383 fits:760653.629284041 bluetooth:591852.6172761592 cell:588250.9679856192 headset:580058.5962735779 verizon:565499.0949030458 otter:543873.2478678165 read:499905.9411377793 bubbles:483507.8341912858 bulky:463680.7815322237 buttons:460886.94509413035 motorola:460589.9389636843 stylus:452177.35321336664 droid:446343.42808348214 cover:430612.2923107582 protect:424897.1675108653 nokia:396266.73443063354 charges:386619.7201499572 pocket:386556.4835999581 blackberry:372028.9170877331 kickstand:368603.0204125837 story:361026.8200004046 rubber:360176.80391498585 of:355089.1525821782 protected:340637.2837982663 protective:339059.9870572211 lg:331243.76626262354 chargers:325550.636789804 holster:311725.7169431184 clip:291773.12066445575 sim:290714.8092036735 fit:287264.1103640144 are:282455.0840266384 his:277371.1698689929 defender:271542.6275864312 scratches:270085.14354627236 charged:259648.051040765 nexus:259551.10490576693 he:250650.02343652508 drop:245714.34948551105 usb:241746.2644619815 product:240214.7867706923 who:232830.39978900063 rubberized:232672.59958908273 razr:229905.98258166487 slim:228297.92435456385 books:223402.92621828473 tpu:218007.12602319138 sprint:215165.9457121758 perfectly:215110.20688272628 silicone:212668.24188660196 plastic:209060.96876711628 in:203334.9729315936 smartphone:203217.40132129227 ear:203030.91024168435
<Clothing_Shoes_and_Jewelry> wear:6734907.2758528255 shoes:6252420.153076427 comfortable:4461890.097232596 shoe:4216298.273358878 size:3537183.431421239 fit:2789245.3670855328 pair:2440774.867316833 boots:2267104.4136298257 wearing:1860317.9237658216 shirt:1829290.2641237888 book:1738337.4899187854 dress:1654765.899014956 jeans:1198738.1347322615 feet:1176860.9299770289 earrings:1172819.6450134055 worn:1169084.6203087694 heel:1065372.3301027112 wore:1035598.9793532559 this:1024901.8219929818 socks:980434.9718041319 these:953182.4466732069 bra:906315.0063607291 sandals:896017.715357143 necklace:869353.3192097356 compliments:864167.639318377 costume:848951.9737243964 comfy:829996.7895126954 read:829461.1310757811 pants:796244.2604755149 bracelet:778783.3995292146 sizing:769222.1811671832 color:757908.4643299743 leather:755712.0302314396 cute:747279.9198683094 toe:697499.0352870687 fabric:684772.1595508987 of:683220.5989554854 ordered:662068.3080905004 foot:643527.4126196504 story:628299.4497697423 to:593331.5016238347 wears:590761.4326533127 jewelry:566964.0951838163 fits:558114.8817680092 watches:546883.6779091033 sole:541411.1568592186 watch:535492.721481563 boot:531338.0284768583 pairs:518510.21159306256 looks:506298.185102911 waist:496176.62885022745 shirts:496126.99388215505 slippers:493077.8726752774 ring:482617.79365517676 them:472588.88349283236 warm:464109.18918677384 they:459598.90542578994 by:459301.4567743652 sandal:445881.837397491 soles:427423.2747774966 stylish:421042.3259324172 it:419808.467168787 you:404121.69371651555 pendant:403729.53068471426 his:371939.91601770604 books:365365.84810313233 arch:364058.46676171874 one:363490.4567566982 an:357983.38124375546 narrow:354762.20568955946 that:353161.4930970912 tight:351299.2440889077 outfit:351054.76952434424 leggings:351050.2514885878
<Digital_Music> song:8061369.265078289 album:2585274.6497992906 songs:1755784.8416070528 music:1513702.677062469 lyrics:1118117.049223283 listen:900118.6085877693 cd:762533.6748248807 albums:524249.23980300897 heard:518506.72466311214 voice:476037.247222015 listening:400755.8970804514 tracks:398692.49904345 vocals:381551.2476330004 track:376969.72853193444 catchy:369768.4571313852 rock:309135.6724203644 band:302609.57349685545 rap:286144.7127351344 sing:280748.5355898579 singer:242609.49340288705 artist:234277.46244944562 book:227452.17769550564 singing:223033.17578842773 tune:221627.3996739681 guitar:210041.11695885184 hear:194639.46864833485 dance:190042.4911978427 sounds:186078.26231748267 listened:173781.69426764006 melody:169713.73717049498 sound:167168.79266923136 eminem:161829.0928618041 upbeat:159321.19143402096 hop:155332.59493447613 pop:143363.5059231956 sings:140930.381086791 beats:136301.92848750457 radio:130906.50125448675 read:125711.21611230071 vocal:122350.89030701829 classic:120960.88835225179 record:120767.7940933934 musical:118252.91675962231 artists:117724.30698537463 mp:117119.562517912 soulful:115229.24651520538 beat:108493.96069755142 rapper:108197.88705198647 tunes:107781.4801422464 hip:106876.01223752237 playlist:105541.51035248222 download:105006.83312255178 chorus:102691.63473170946 jazz:100925.05954828343 rappers:100813.75713842096 favorite:93197.85452741399 hits:90133.64091706784 melodies:89878.98418149678 soul:88319.60991853448 piano:88265.07376993384 remix:86985.33905228837 ballad:86408.7099906318 funk:85137.78824175558 blues:84788.9573599746 bands:84599.80848650259 sung:82303.19968911073 talent:81783.37577848826 solo:81722.44291436546 recording:80504.67399896987 instrumental:80137.91522371156 debut:79410.46944171902 ep:76980.92851828437 love:73942.4367612708 fan:73780.8542272245
<Electronic> camera:3686349.221704776 laptop:3264419.557940539 cable:3153958.0303808837 usb:2583662.2739045974 computer:2488720.1142099216 book:2286332.8116587307 ipad:1763852.0091250602 screen:1661796.3243130215 speakers:1622171.513289643 works:1589423.527673768 keyboard:1583634.154410675 battery:1574153.413999378 gb:1562458.886575113 sound:1551958.7443931124 headphones:1524923.0475776058 hdmi:1472656.1725901219 tv:1467469.60535402 sony:1429588.7479545495 ipod:1418341.3920834386 device:1407711.2655941236 wireless:1368544.8959201379 adapter:1367856.102668484 tablet:1335555.8094728321 drive:1225407.9169404232 plug:1209633.6860392347 card:1153472.3899805069 cables:1146256.4135479387 pc:1120474.7044602232 software:1105843.7359141887 lens:1087916.524163021 windows:1057384.0074988727 hd:1051629.2846240015 router:1020290.6481950277 use:1016315.7985482538 unit:990866.65880122 remote:983998.7047522559 price:968915.8817439402 mouse:901025.7047822186 case:894624.9141039175 port:875107.2509426464 plugged:861195.0838551129 signal:849799.8484088823 story:836576.3450651135 read:835810.6248516943 macbook:811942.1175606248 cord:810883.6448776496 player:801151.6020904699 quality:796514.7595669689 canon:782974.7366227871 setup:781591.2903794529 speaker:779002.597758573 cameras:753309.9003108608 product:733987.1282673816 sd:723805.7150464787 video:704779.6087791817 audio:700183.0166278896 mp:682633.704151357 his:678780.6457126826 receiver:677336.1726649811 external:675780.7777598056 apple:665045.8225823172 nikon:661901.5408250847 devices:656166.0057080225 charger:651527.3639163888 lcd:648288.6966217493 antenna:628712.9344145111 desktop:624418.3023075298 logitech:613072.0703552025 charge:611489.4789540194 dell:609942.2830180783 ports:592125.5487944278 flash:590026.9056677237 connect:588579.9356322065 he:583091.2845038499
<Grocery_and_Gourmet_Food> flavor:7500487.462811592 taste:5599196.563993958 coffee:2351297.5948629673 tea:2079542.7985454516 tastes:1860009.798726827 delicious:1745823.959860476 flavors:1695319.0020071524 chocolate:1667101.1823659407 sugar:1613053.7480223696 tasted:1550874.607575297 snack:1485249.3079755132 tasty:1351257.0247906926 tasting:1276370.8179610632 sauce:897879.0933557408 drink:876615.8692008582 gluten:811062.5651458047 flavored:797849.9631582102 teas:751470.6312535974 coconut:750617.723849823 organic:735982.1131872097 milk:698915.2088764865 syrup:692281.6099730274 eat:670800.534591952 grocery:664732.7233133191 flavorful:654618.8401163687 cup:634386.1742006215 calories:613782.8403880915 decaf:610475.2000142775 keurig:599825.3774876168 coffees:597360.9808078241 cereal:594169.7640640608 salty:578820.1247832038 candy:564689.1086151714 roast:525551.8697971501 cinnamon:504167.23988621647 spicy:488307.4071299543 crackers:482983.47354954295 salt:482401.79882320645 vanilla:477626.0392758465 cookies:463500.02741978964 chewy:455759.59287408344 aftertaste:450126.10996088013 butter:442557.42049060174 sweetener:431032.9224380114 crunchy:424279.2209305483 texture:408777.0550519624 yummy:396618.13639627525 peanut:396370.76673591527 candies:394971.8266591493 beans:381200.7231625932 seasoning:381175.7835510792 sweet:374800.6430033035 bitter:369537.0070075962 book:367620.0775819474 sodium:362394.7550990243 caffeine:355252.802738528 aroma:352317.9082292276 oatmeal:349221.99121343973 cups:341890.0223767885 honey:337898.84340719954 fruit:326312.40240345366 caramel:319932.2069633286 stevia:317181.29428997944 breakfast:316162.95619469864 almonds:311720.8228243086 fresh:304331.26981859497 flavoring:302727.54098399973 rice:298997.816246728 corn:297747.0079035138 chai:294898.6598350715 popcorn:290485.78688701673 pasta:288122.4764976348 starbucks:280711.76995860436 cheese:277582.14669764176
